Date,Description,Category,Amount,Balance,Reference,Account,Status
2182-10-23,Compliance lazy dog information meeting ,Office Supplies,-1973.52,-193356.72,REF-546848,ACC-6833,Pending
2182-10-28,Confidential deliverable strategic alloc,Utilities,8185.06,-185171.66,REF-173876,ACC-6580,Pending
2182-10-31,Vendor fox regulatory fox implementation,Utilities,6090.08,-179081.58,REF-194435,ACC-4787,Cleared
2182-11-02,Meeting expenses property strategic asse,Utilities,-2795.13,-181876.71,REF-426756,ACC-3180,Cleared
2182-11-07,Proprietary stakeholder audit property j,Software,-4646.42,-186523.13,REF-449349,ACC-5022,Cleared
2182-11-12,Expenses timeline agreement disclosure t,Software,2587.63,-183935.50,REF-591451,ACC-3692,Reconciled
2182-11-13,Invoice compliance planning property pro,Utilities,963.80,-182971.70,REF-296895,ACC-1452,Reconciled
2182-11-18,Stakeholder framework report agreement e,Office Supplies,8318.33,-174653.37,REF-627654,ACC-5788,Cleared
2182-11-21,Resource contract non-disclosure financi,Insurance,1281.95,-173371.42,REF-449180,ACC-8499,Cleared
2182-11-22,Procurement allocation non-disclosure al,Travel,-6465.65,-179837.07,REF-718451,ACC-1173,Cleared
2182-11-26,Compliance agreement delivery the delive,Utilities,-6770.95,-186608.02,REF-414753,ACC-7546,Pending
2182-11-28,Revenue rights intellectual deliverable ,Insurance,-2731.96,-189339.98,REF-181570,ACC-1678,Pending
2182-12-02,Project risk brown over planning meeting,Office Supplies,7560.48,-181779.50,REF-379984,ACC-6243,Pending
2182-12-03,Stakeholder confidential reserved audit ,Consulting,3377.04,-178402.46,REF-423777,ACC-2881,Pending
2182-12-07,Lazy timeline quarterly over management ,Office Supplies,2871.24,-175531.22,REF-793204,ACC-1022,Pending
2182-12-11,Non-disclosure vendor quarterly revenue ,Marketing,-1287.43,-176818.65,REF-489943,ACC-2493,Cleared
2182-12-15,Brown management financial quick brown f,Utilities,8796.85,-168021.80,REF-856761,ACC-7186,Cleared
2182-12-18,Intellectual proprietary property strate,Marketing,2521.59,-165500.21,REF-576265,ACC-9554,Reconciled
2182-12-21,Expenses reserved management delivery co,Utilities,-5847.13,-171347.34,REF-932828,ACC-8151,Cleared
2182-12-25,Brown brown allocation quarterly assessm,Insurance,-5658.32,-177005.66,REF-527611,ACC-1833,Pending
2182-12-30,Rights jumps non-disclosure quarterly ex,Office Supplies,426.31,-176579.35,REF-386013,ACC-9348,Cleared
2183-01-04,Fox timeline disclosure rights delivery ,Travel,-6707.35,-183286.70,REF-147476,ACC-2092,Reconciled
2183-01-07,Timeline management confidential client ,Payroll,1764.81,-181521.89,REF-218574,ACC-1954,Pending
2183-01-12,Reserved allocation rights risk property,Payroll,9994.93,-171526.96,REF-628655,ACC-5026,Reconciled
2183-01-13,Assessment allocation proprietary procur,Marketing,8043.02,-163483.94,REF-407469,ACC-4481,Cleared
2183-01-18,Over budget the audit invoice confidenti,Marketing,-7354.28,-170838.22,REF-996708,ACC-9897,Reconciled
2183-01-19,Deliverable audit planning over mileston,Marketing,7755.35,-163082.87,REF-511749,ACC-9351,Cleared
2183-01-20,Agreement proprietary delivery lazy info,Travel,3430.00,-159652.87,REF-637390,ACC-7068,Pending
2183-01-25,Reserved allocation client compliance di,Consulting,2652.14,-157000.73,REF-757513,ACC-6139,Cleared
2183-01-28,Fox resource risk delivery management re,Office Supplies,-8364.30,-165365.03,REF-377067,ACC-1475,Pending
2183-01-29,Framework revenue contract planning lazy,Office Supplies,2587.13,-162777.90,REF-705120,ACC-9169,Cleared
2183-01-31,Invoice revenue quick payment risk fox s,Legal,1855.14,-160922.76,REF-740677,ACC-9480,Reconciled
2183-02-05,Delivery non-disclosure reserved invoice,Marketing,-1304.03,-162226.79,REF-919696,ACC-3955,Reconciled
2183-02-09,Proprietary lazy project strategic the d,Office Supplies,-5777.25,-168004.04,REF-542239,ACC-5737,Reconciled
2183-02-14,Intellectual meeting lazy stakeholder de,Payroll,-999.14,-169003.18,REF-907000,ACC-6617,Cleared
2183-02-15,Framework stakeholder procurement implem,Legal,-925.61,-169928.79,REF-513865,ACC-9074,Pending
2183-02-20,Audit expenses proprietary dog procureme,Marketing,4970.66,-164958.13,REF-391521,ACC-5650,Pending
2183-02-23,Jumps risk framework payment property pr,Travel,-3922.75,-168880.88,REF-574786,ACC-6361,Cleared
2183-02-27,Milestone implementation revenue deliver,Utilities,5028.40,-163852.48,REF-718240,ACC-6406,Cleared
2183-03-04,The report information planning terms in,Consulting,8108.18,-155744.30,REF-331088,ACC-1029,Reconciled
2183-03-07,Dog brown expenses deliverable meeting j,Software,8230.84,-147513.46,REF-436460,ACC-2067,Pending
2183-03-11,Assessment invoice vendor report lazy ju,Travel,-2468.33,-149981.79,REF-924835,ACC-3293,Reconciled
2183-03-12,Reserved revenue non-disclosure risk aud,Consulting,1904.23,-148077.56,REF-112118,ACC-1251,Pending
2183-03-17,Planning over invoice over regulatory pa,Utilities,2748.49,-145329.07,REF-548817,ACC-4419,Pending
2183-03-21,The framework allocation fox client allo,Legal,2994.71,-142334.36,REF-341074,ACC-7956,Pending
2183-03-26,Lazy compliance project timeline intelle,Office Supplies,-9546.33,-151880.69,REF-422088,ACC-2023,Cleared
2183-03-31,Over framework report risk brown agreeme,Payroll,-6637.54,-158518.23,REF-486090,ACC-4128,Cleared
2183-04-02,The client timeline project invoice impl,Utilities,-8054.19,-166572.42,REF-638747,ACC-4903,Cleared
2183-04-05,Procurement audit proprietary financial ,Travel,-7702.43,-174274.85,REF-138604,ACC-5688,Cleared
2183-04-07,Quick allocation expenses fox audit lazy,Consulting,3953.35,-170321.50,REF-103303,ACC-4445,Cleared
2183-04-09,Meeting milestone allocation audit dog d,Consulting,4306.31,-166015.19,REF-110432,ACC-5099,Pending
2183-04-13,Strategic implementation stakeholder imp,Payroll,-9807.42,-175822.61,REF-787171,ACC-2627,Cleared
2183-04-14,Disclosure brown deliverable procurement,Office Supplies,6892.93,-168929.68,REF-304381,ACC-4449,Pending
2183-04-18,Property confidential stakeholder projec,Payroll,-875.95,-169805.63,REF-856564,ACC-9907,Reconciled
2183-04-23,Terms planning contract regulatory proje,Office Supplies,6507.74,-163297.89,REF-144079,ACC-1108,Cleared
2183-04-24,Disclosure lazy confidential quick strat,Legal,3509.88,-159788.01,REF-440410,ACC-9031,Pending
2183-04-27,Budget resource information procurement ,Insurance,-8508.06,-168296.07,REF-454955,ACC-1779,Cleared
2183-04-28,Contract property vendor planning audit ,Payroll,907.28,-167388.79,REF-815581,ACC-1596,Pending
2183-05-02,Stakeholder assessment budget over procu,Marketing,8661.52,-158727.27,REF-873950,ACC-1391,Reconciled
2183-05-06,Client allocation regulatory client the ,Marketing,3859.99,-154867.28,REF-566493,ACC-2750,Reconciled
2183-05-10,Over quick reserved proprietary revenue ,Payroll,-8585.10,-163452.38,REF-698768,ACC-9699,Cleared
2183-05-14,Regulatory quick allocation contract inv,Insurance,5792.21,-157660.17,REF-463763,ACC-8021,Reconciled
2183-05-17,Rights terms resource fox planning lazy ,Consulting,9509.73,-148150.44,REF-599281,ACC-1970,Cleared
2183-05-22,Compliance stakeholder terms contract te,Utilities,2645.38,-145505.06,REF-785610,ACC-9598,Cleared
2183-05-26,Information report revenue terms terms l,Payroll,401.75,-145103.31,REF-285501,ACC-6848,Cleared
2183-05-27,Assessment compliance quick delivery pro,Legal,3927.86,-141175.45,REF-862780,ACC-6593,Pending
2183-05-28,Milestone implementation expenses fox as,Utilities,-681.50,-141856.95,REF-407439,ACC-9703,Cleared
2183-06-01,Property project resource rights disclos,Office Supplies,2050.38,-139806.57,REF-587976,ACC-4534,Reconciled
2183-06-03,Allocation strategic expenses payment mi,Insurance,-7133.48,-146940.05,REF-989028,ACC-3337,Pending
2183-06-05,Report jumps meeting delivery management,Office Supplies,-2281.46,-149221.51,REF-128085,ACC-4362,Reconciled
2183-06-10,Revenue property report planning allocat,Consulting,-2672.86,-151894.37,REF-710447,ACC-8272,Cleared
2183-06-14,Allocation expenses management brown rep,Travel,-7470.80,-159365.17,REF-158126,ACC-2005,Reconciled
2183-06-18,Risk delivery client quick terms timelin,Consulting,4998.10,-154367.07,REF-742698,ACC-4601,Cleared
2183-06-21,Fox planning over delivery project deliv,Insurance,3735.03,-150632.04,REF-355413,ACC-5875,Reconciled
2183-06-22,Confidential regulatory regulatory frame,Software,-414.02,-151046.06,REF-961779,ACC-3234,Reconciled
2183-06-23,Financial vendor framework information t,Office Supplies,-2804.14,-153850.20,REF-607798,ACC-7608,Pending
2183-06-28,Stakeholder timeline lazy implementation,Payroll,-1434.84,-155285.04,REF-927676,ACC-6274,Pending
2183-07-01,Deliverable procurement the disclosure l,Payroll,-5578.03,-160863.07,REF-400963,ACC-3319,Pending
2183-07-06,Allocation procurement information payme,Payroll,-4080.92,-164943.99,REF-100611,ACC-5263,Reconciled
2183-07-09,Timeline contract over delivery strategi,Legal,-5578.51,-170522.50,REF-860941,ACC-2345,Cleared
2183-07-12,Invoice disclosure management stakeholde,Utilities,-5380.91,-175903.41,REF-616172,ACC-6303,Pending
2183-07-14,Information stakeholder vendor disclosur,Consulting,9807.30,-166096.11,REF-329761,ACC-5723,Pending
2183-07-17,Confidential milestone strategic framewo,Consulting,-306.44,-166402.55,REF-659157,ACC-5442,Cleared
2183-07-18,Milestone strategic allocation disclosur,Insurance,-1529.25,-167931.80,REF-158672,ACC-8197,Reconciled
2183-07-23,Reserved reserved intellectual expenses ,Utilities,3258.95,-164672.85,REF-735194,ACC-2832,Pending
2183-07-26,Procurement audit intellectual contract ,Insurance,-9542.40,-174215.25,REF-869555,ACC-2430,Reconciled
2183-07-30,Audit audit reserved deliverable expense,Office Supplies,-174.41,-174389.66,REF-483803,ACC-4931,Reconciled
2183-08-04,Compliance disclosure confidential frame,Legal,-3683.99,-178073.65,REF-167249,ACC-9966,Pending
2183-08-08,Risk allocation allocation jumps client ,Legal,5355.39,-172718.26,REF-960460,ACC-3946,Reconciled
2183-08-10,Project financial compliance over the ve,Insurance,915.20,-171803.06,REF-656145,ACC-3830,Cleared
2183-08-15,Resource dog agreement dog expenses non-,Utilities,9067.26,-162735.80,REF-531129,ACC-3012,Reconciled
2183-08-20,Stakeholder quick allocation intellectua,Legal,-6672.79,-169408.59,REF-111430,ACC-8378,Pending
2183-08-24,Lazy disclosure audit deliverable meetin,Consulting,-886.59,-170295.18,REF-158584,ACC-4492,Reconciled
2183-08-27,Confidential reserved strategic planning,Marketing,-9934.51,-180229.69,REF-152798,ACC-3829,Pending
2183-08-30,Procurement jumps financial vendor reven,Office Supplies,-6668.69,-186898.38,REF-159034,ACC-1265,Cleared
2183-09-01,Proprietary compliance property complian,Software,-4798.16,-191696.54,REF-934197,ACC-9694,Cleared
2183-09-06,Timeline stakeholder financial allocatio,Travel,3920.50,-187776.04,REF-651178,ACC-7859,Pending
2183-09-11,Allocation project client intellectual i,Insurance,-3239.79,-191015.83,REF-515473,ACC-9320,Reconciled
2183-09-14,Reserved milestone payment invoice propr,Utilities,-6818.88,-197834.71,REF-534485,ACC-1423,Cleared
2183-09-19,Meeting audit project meeting resource c,Insurance,8984.40,-188850.31,REF-641674,ACC-9320,Reconciled
2183-09-22,Management over deliverable budget miles,Travel,5389.09,-183461.22,REF-878178,ACC-1374,Reconciled
2183-09-27,Reserved confidential regulatory allocat,Legal,3937.41,-179523.81,REF-644018,ACC-3815,Reconciled
2183-10-01,Milestone project assessment invoice fra,Utilities,9371.22,-170152.59,REF-519051,ACC-1321,Pending
2183-10-04,Framework confidential dog rights inform,Payroll,782.12,-169370.47,REF-190021,ACC-1378,Cleared
2183-10-09,Quick delivery jumps reserved planning a,Utilities,6996.27,-162374.20,REF-676911,ACC-9789,Reconciled
2183-10-14,Proprietary stakeholder agreement revenu,Marketing,-2805.62,-165179.82,REF-233188,ACC-8992,Pending
2183-10-15,Assessment risk delivery timeline strate,Marketing,9407.44,-155772.38,REF-602715,ACC-2920,Pending
2183-10-17,Implementation fox agreement reserved pl,Utilities,6912.02,-148860.36,REF-793623,ACC-7564,Reconciled
2183-10-19,Payment payment confidential client righ,Consulting,-5625.90,-154486.26,REF-830747,ACC-4346,Cleared
2183-10-23,Lazy risk regulatory expenses project ve,Marketing,-5064.83,-159551.09,REF-757264,ACC-3225,Reconciled
2183-10-24,Strategic rights deliverable procurement,Utilities,8415.52,-151135.57,REF-440840,ACC-7459,Reconciled
2183-10-26,Confidential agreement compliance inform,Marketing,-1579.52,-152715.09,REF-495859,ACC-5122,Cleared
2183-10-29,Rights implementation information meetin,Legal,6974.39,-145740.70,REF-942082,ACC-3421,Pending
2183-11-02,Over planning implementation strategic m,Office Supplies,9618.59,-136122.11,REF-114046,ACC-8134,Reconciled
2183-11-05,Risk audit meeting vendor quarterly impl,Insurance,6335.86,-129786.25,REF-325531,ACC-9088,Cleared
2183-11-06,Property quarterly brown intellectual do,Office Supplies,5861.42,-123924.83,REF-650736,ACC-2229,Pending
2183-11-09,Contract intellectual regulatory confide,Payroll,-8731.38,-132656.21,REF-725005,ACC-8283,Cleared
2183-11-14,Proprietary contract agreement rights la,Office Supplies,6686.92,-125969.29,REF-145485,ACC-3457,Pending
2183-11-17,Brown quarterly agreement information br,Insurance,8603.55,-117365.74,REF-699426,ACC-2414,Cleared
2183-11-19,Revenue invoice intellectual strategic p,Insurance,7780.60,-109585.14,REF-218039,ACC-7800,Reconciled
2183-11-24,Expenses payment stakeholder reserved ri,Marketing,-9407.27,-118992.41,REF-701682,ACC-4943,Reconciled
2183-11-26,Expenses proprietary information audit r,Utilities,-740.53,-119732.94,REF-369762,ACC-6723,Cleared
2183-11-29,Client report planning information budge,Insurance,6289.12,-113443.82,REF-114639,ACC-8102,Reconciled
2183-12-03,Quick proprietary invoice deliverable ag,Insurance,2851.14,-110592.68,REF-564547,ACC-4876,Cleared
2183-12-07,Meeting quick framework non-disclosure c,Office Supplies,-5144.24,-115736.92,REF-563655,ACC-7483,Cleared
2183-12-10,Allocation project payment confidential ,Consulting,947.91,-114789.01,REF-667371,ACC-6768,Pending
2183-12-11,Delivery planning expenses reserved prop,Office Supplies,-5846.77,-120635.78,REF-228719,ACC-5650,Cleared
2183-12-15,Milestone framework agreement deliverabl,Software,-3000.45,-123636.23,REF-848705,ACC-6598,Pending
2183-12-16,The information planning terms non-discl,Legal,127.01,-123509.22,REF-575770,ACC-2634,Reconciled
2183-12-18,Timeline meeting terms compliance invoic,Office Supplies,-8866.69,-132375.91,REF-806704,ACC-2059,Reconciled
2183-12-20,Audit milestone agreement management exp,Insurance,-8997.48,-141373.39,REF-132133,ACC-8040,Pending
2183-12-22,Meeting report assessment financial clie,Utilities,-1973.12,-143346.51,REF-461775,ACC-7358,Cleared
2183-12-25,Budget financial management dog delivera,Payroll,9119.49,-134227.02,REF-143652,ACC-4926,Pending
2183-12-26,Rights lazy financial over terms disclos,Legal,-4442.84,-138669.86,REF-132956,ACC-2381,Cleared
2183-12-30,Allocation strategic risk information br,Marketing,1747.44,-136922.42,REF-167614,ACC-7185,Reconciled
2184-01-04,Resource delivery payment strategic paym,Marketing,8869.48,-128052.94,REF-360605,ACC-9878,Reconciled
2184-01-08,Allocation assessment financial strategi,Utilities,6728.63,-121324.31,REF-487885,ACC-1195,Pending
2184-01-09,Timeline vendor property non-disclosure ,Office Supplies,-6331.55,-127655.86,REF-296940,ACC-4048,Reconciled
2184-01-10,Budget dog invoice resource project fram,Office Supplies,9447.73,-118208.13,REF-804915,ACC-5955,Reconciled
2184-01-11,Vendor milestone delivery delivery terms,Payroll,-4338.30,-122546.43,REF-942387,ACC-6388,Pending
2184-01-13,Risk risk stakeholder non-disclosure qui,Marketing,-3326.70,-125873.13,REF-568970,ACC-8308,Pending
2184-01-14,Lazy invoice client information rights n,Legal,-3641.75,-129514.88,REF-212637,ACC-3271,Reconciled
2184-01-16,Meeting budget stakeholder resource the ,Software,3078.13,-126436.75,REF-415403,ACC-6224,Pending
2184-01-20,Resource assessment over intellectual in,Payroll,-6317.30,-132754.05,REF-933782,ACC-8131,Pending
2184-01-22,The disclosure planning budget property ,Insurance,-7775.87,-140529.92,REF-614953,ACC-8851,Pending
2184-01-25,Agreement financial procurement delivery,Consulting,8416.27,-132113.65,REF-638864,ACC-5475,Cleared
2184-01-28,Assessment contract confidential report ,Payroll,1225.93,-130887.72,REF-759921,ACC-4466,Pending
2184-02-01,Brown non-disclosure financial disclosur,Travel,-2163.74,-133051.46,REF-964621,ACC-9314,Cleared
2184-02-04,Property revenue quarterly confidential ,Marketing,-3706.61,-136758.07,REF-270420,ACC-1902,Pending
2184-02-07,Compliance project audit financial regul,Travel,4110.29,-132647.78,REF-226509,ACC-4283,Pending
2184-02-11,Dog regulatory terms regulatory expenses,Marketing,2638.29,-130009.49,REF-621980,ACC-3341,Reconciled
2184-02-14,Audit revenue management project regulat,Office Supplies,-592.25,-130601.74,REF-823385,ACC-1615,Cleared
2184-02-17,Quarterly client milestone financial con,Insurance,-3435.24,-134036.98,REF-312990,ACC-1623,Reconciled
2184-02-20,Strategic allocation vendor the assessme,Legal,6101.77,-127935.21,REF-751896,ACC-6911,Cleared
2184-02-22,Confidential stakeholder jumps quarterly,Travel,8692.97,-119242.24,REF-438694,ACC-6735,Cleared
2184-02-23,Quarterly resource jumps milestone lazy ,Utilities,-5585.66,-124827.90,REF-766162,ACC-8998,Reconciled
